Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Car_Age,km/year,Brand,Model
Hyderabad,2016,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,875000.0,8,10677.875,Maruti,Ertiga ZDI
Pune,2013,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,850000.0,11,4438.454545454545,Hyundai,Elantra CRDi SX AT
Kolkata,2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,221000.0,13,2698.6153846153848,Hyundai,i10 Magna 1.2
Jaipur,2012,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,160000.0,12,10500.0,Maruti,Omni MPI STD BSIV
Delhi,2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,625000.0,8,2375.0,Honda,Amaze VX AT i-Vtech
Mumbai,2007,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,225000.0,17,4058.823529411765,Honda,Civic 2006-2010 1.8 V AT
Ahmedabad,2010,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,675000.0,14,3428.714285714286,Skoda,Superb 1.8 TFSI MT
Ahmedabad,2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,625000.0,9,5813.777777777777,Maruti,Ciaz ZDi Plus SHVS
Delhi,2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,509999.99999999994,11,5909.090909090909,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Mumbai,2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,1075000.0,15,4400.0,Mercedes-Benz,M-Class ML 320 CDI
Hyderabad,2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,570000.0,8,9462.5,Hyundai,Grand i10 CRDi Sportz
Bangalore,2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,595000.0,11,3909.090909090909,Volkswagen,Vento Diesel Breeze
Kochi,2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,240000.0,12,3558.8333333333335,Chevrolet,Beat Diesel LT
Mumbai,2013,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,349000.0,11,3181.818181818182,Mahindra,Quanto C6
Hyderabad,2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,400000.0,13,4180.615384615385,Hyundai,i10 Asta 1.2 AT with Sunroof
Delhi,2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,385000.0,11,7636.363636363636,Toyota,Etios Liva 1.4 GD
Mumbai,2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,395000.0,14,4521.285714285715,Toyota,Corolla Altis 2008-2013 1.8 VL AT
Jaipur,2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,300000.0,11,6822.636363636364,Hyundai,i10 Magna 1.2
Kochi,2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,670000.0,6,4039.5,Ford,Figo Aspire 1.2 Ti-VCT Titanium
Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,614000.0,8,2845.875,Maruti,Ritz ZXi
Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,440000.00000000006,12,4833.333333333333,Hyundai,i20 Sportz AT 1.4
Pune,2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,425000.0,7,8142.857142857143,Maruti,Swift Dzire LDI
Kolkata,2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,700000.0,8,5625.0,Maruti,S Cross DDiS 320 Alpha
Kochi,2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,445000.0,7,4387.285714285715,Hyundai,EON 1.0 Magna Plus Option O
Kolkata,2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,240000.0,13,2944.3846153846152,Hyundai,i20 1.4 CRDi Magna
Pune,2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,433000.0,12,9583.333333333334,Volkswagen,Vento Diesel Highline
Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,693000.0,7,6692.714285714285,Maruti,Swift Dzire VXi AT
Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,425000.0,10,6400.0,Hyundai,i20 Magna 1.4 CRDi
Pune,2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,1250000.0,14,9351.642857142857,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency
Chennai,2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,490000.00000000006,9,1666.6666666666667,Hyundai,Grand i10 Sportz
Mumbai,2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,450000.0,10,3272.0,Hyundai,i20 1.4 CRDi Sportz
Jaipur,2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,300000.0,8,1562.5,Renault,KWID RXT
Chennai,2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,580000.0,9,6644.444444444444,Hyundai,Xcent 1.2 Kappa AT SX Option
Pune,2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,333000.0,13,4170.076923076923,Volkswagen,Vento Petrol Highline
Kochi,2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,662000.0,9,6915.777777777777,Chevrolet,Cruze LTZ AT
Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,575000.0,9,6000.0,Nissan,Terrano XL 110 PS
Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,620000.0,12,5416.666666666667,Hyundai,Verna 1.6 SX
Chennai,2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,350000.0,9,6111.111111111111,Maruti,Celerio VXI AMT
Pune,2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,200000.0,14,5071.428571428572,Maruti,Wagon R LXI
Chennai,2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,400000.0,12,5833.333333333333,Hyundai,i20 Magna Optional 1.4 CRDi
Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,950000.0,13,4076.923076923077,Audi,A4 1.8 TFSI
Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1750000.0,11,3909.090909090909,BMW,X1 sDrive20d
Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,611000.0,9,6000.0,Skoda,Rapid 1.6 MPI AT Elegance Plus
Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,375000.0,10,5100.0,Hyundai,i10 Magna
Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,620000.0,17,4588.235294117647,Mitsubishi,Pajero 2.8 GLX CRZ
Mumbai,2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,615000.0,10,2500.0,Honda,City i DTEC SV
Pune,2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,240000.0,12,1050.0,Maruti,Alto K10 2010-2014 VXI
Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,215000.0,15,5333.333333333333,Maruti,Swift Ldi BSIII
Kolkata,2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,375000.0,8,2625.0,Hyundai,Grand i10 Magna
Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,215000.0,13,2461.5384615384614,Ford,Figo Petrol ZXI
Bangalore,2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,475000.0,9,5555.555555555556,Hyundai,Grand i10 SportZ Edition
Mumbai,2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,245000.00000000003,14,3392.8571428571427,Maruti,SX4 Vxi BSIV
Mumbai,2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1115000.0,7,1071.4285714285713,Honda,City i-VTEC VX
Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,890000.0,8,8520.375,Renault,Duster 110PS Diesel RxZ AMT
Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,434999.99999999994,10,6100.0,Honda,Amaze S i-Dtech
Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,1200000.0,9,11111.111111111111,Toyota,Innova 2.5 Z Diesel 7 Seater
Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,850000.0,15,4100.0,BMW,3 Series 320d Highline
Kochi,2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,426999.99999999994,7,6126.142857142857,Hyundai,i10 Magna 1.1 iTech SE
Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,425000.0,12,8083.333333333333,Renault,Duster 85PS Diesel RxL Optional with Nav
Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,925000.0,14,2823.214285714286,Mitsubishi,Outlander 2.4
Kochi,2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,861000.0,7,5054.857142857143,Maruti,Vitara Brezza LDi
Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,925000.0,6,5364.833333333333,Ford,EcoSport 1.5 Diesel Titanium
Chennai,2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,860000.0,8,3375.0,Hyundai,Verna 1.6 CRDI AT SX Option
Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,753000.0,6,3789.0,Volkswagen,Polo 1.2 MPI Highline
Mumbai,2014,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,575000.0,10,5800.2,Renault,Duster 110PS Diesel RxL
Chennai,2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,415000.00000000006,12,2625.0,Honda,Brio S Option AT
Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,584000.0,7,4419.0,Ford,Figo 2015-2019 1.2P Titanium MT
Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,1650000.0,12,2257.5,Audi,A6 2.0 TDI Design Edition
Pune,2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,355000.0,11,4090.909090909091,Hyundai,i10 Sportz Option
Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,890000.0,6,1948.5,Hyundai,i20 1.2 Asta Option
Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,250000.0,18,6722.222222222223,Skoda,Octavia L and K 1.9 TDI MT
Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,385000.0,14,8434.07142857143,Hyundai,Verna Transform SX VGT CRDi
Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,750000.0,12,3025.0,Hyundai,Verna 1.6 SX VTVT (O) AT
Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,180000.0,19,4736.8421052631575,Hyundai,Getz GVS
Chennai,2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,225000.0,14,5571.428571428572,Ford,Figo Diesel EXI
Mumbai,2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,434999.99999999994,9,3000.0,Volkswagen,Polo 1.2 MPI Highline
Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,1150000.0,12,1833.3333333333333,BMW,X1 sDrive20d
Kolkata,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,475000.0,10,4900.0,Honda,City i VTEC SV
Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,499000.0,12,3550.0,Hyundai,i20 Sportz Option Diesel
Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,915000.0,6,2132.3333333333335,Honda,Jazz 1.2 V CVT i VTEC
Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,1399000.0,10,8804.6,Honda,CR-V 2.4 AT
Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,1975000.0,10,800.0,Mercedes-Benz,A Class A180 CDI
Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1677000.0,6,13789.833333333334,Mahindra,XUV500 AT W10 AWD
Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,250000.0,18,10722.222222222223,Mahindra,Bolero SLX 2WD
Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,365000.0,11,636.3636363636364,Renault,Scala RxL AT
Pune,2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,311000.0,7,5428.571428571428,Maruti,Alto 800 VXI
Kochi,2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,457000.0,11,5122.181818181818,Toyota,Etios G
Mumbai,2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,532000.0,10,1785.8,Hyundai,i20 Sportz Option
Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,320000.0,12,4416.666666666667,Hyundai,i10 Sportz
Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,563000.0,8,8488.25,Maruti,Swift VDI BSIV
Hyderabad,2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,300000.0,9,2111.1111111111113,Hyundai,EON Magna Plus
Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,925000.0,14,4785.714285714285,BMW,3 Series 320d
Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,120000.0,13,6153.846153846154,Tata,Indigo XL Classic Dicor
Delhi,2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,215000.0,9,6777.777777777777,Maruti,Alto 800 LXI
Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,305000.0,14,2785.714285714286,Volkswagen,Polo Diesel Highline 1.2L
Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,1150000.0,10,5900.0,Toyota,Corolla Altis VL AT
Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,229999.99999999997,16,5058.1875,Hyundai,Santro Xing GLS
Kolkata,2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,495000.0,8,4250.0,Maruti,Swift ZXI
Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,475000.0,11,11818.181818181818,Renault,Scala Diesel RxL
Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1015000.0,6,8730.0,Maruti,Vitara Brezza ZDi Plus
Kolkata,2011,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,265000.0,13,3384.6153846153848,Nissan,Micra XV
Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,380000.0,9,9333.333333333334,Ford,Figo Diesel EXI
Kochi,2017,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,1668000.0,7,5956.714285714285,Honda,CR-V 2.0 AT
Pune,2014,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,500000.0,10,16300.0,Nissan,Terrano XV 110 PS
Chennai,2011,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,375000.0,13,3230.769230769231,Toyota,Etios Liva 1.2 G
Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,411000.00000000006,11,11727.272727272728,Hyundai,i20 Asta 1.4 CRDi
Chennai,2015,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,425000.0,9,3577.777777777778,Ford,Figo Aspire 1.2 Ti-VCT Ambiente
Mumbai,2004,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,345000.0,20,6450.0,Mitsubishi,Pajero 2.8 GLX CRZ
Delhi,2006,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,450000.0,18,8333.333333333334,Toyota,Innova 2.0 E
Jaipur,2007,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,90000.0,17,8235.29411764706,Chevrolet,Aveo U-VA 1.2 LS
Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,185000.0,18,3510.0555555555557,Hyundai,Getz GLS
Kolkata,2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,325000.0,11,3597.7272727272725,Honda,Amaze S i-Dtech
Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,734000.0,10,7037.4,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Kolkata,2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,425000.0,9,2917.3333333333335,Volkswagen,CrossPolo 1.5 TDI
Delhi,2016,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,645000.0,8,1682.5,Hyundai,Elite i20 Petrol Sportz
Chennai,2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,1075000.0,13,9384.615384615385,Toyota,Innova 2.5 V Diesel 8-seater
Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,99000.0,19,6052.631578947368,Maruti,Wagon R LX BSIII
Jaipur,2016,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,610000.0,8,3786.5,Hyundai,Elite i20 Petrol Sportz
Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,825000.0,7,4606.857142857143,Honda,WRV i-VTEC VX
Bangalore,2013,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,465000.00000000006,11,6727.272727272727,Volkswagen,Polo Petrol Highline 1.2L
Mumbai,2014,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,975000.0,10,5610.0,Honda,CR-V 2.0L 2WD MT
Bangalore,2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,440000.00000000006,10,6132.5,Hyundai,Grand i10 1.2 Kappa Asta
Kolkata,2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,399000.0,10,3300.0,Maruti,Swift Dzire VXI
Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,527000.0,10,7139.0,Ford,Ecosport 1.5 DV5 MT Ambiente
Mumbai,2014,41000,CNG,Manual,First,26.2,998.0,58.2,5.0,350000.0,10,4100.0,Maruti,Wagon R LXI CNG
Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,725000.0,8,8375.0,Honda,City i DTec V
Chennai,2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,160000.0,16,6187.5,Tata,Indigo LS
Pune,2014,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,600000.0,10,14200.0,Renault,Duster 110PS Diesel RxL
Chennai,2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,300000.0,14,1926.142857142857,Hyundai,i10 Sportz
Mumbai,2015,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,495000.0,9,3069.777777777778,Honda,Jazz 1.2 SV i VTEC
Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,899000.0,8,10312.125,Maruti,SX4 S Cross DDiS 200 Zeta
Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,185000.0,17,5058.823529411765,Honda,Accord VTi-L MT
Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,616000.0,8,3372.625,Volkswagen,Polo Petrol Comfortline 1.2L
Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,350000.0,14,7890.785714285715,Maruti,Ritz VDi
Jaipur,2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,450000.0,10,6900.0,Honda,Amaze S Petrol
Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,775000.0,7,1714.2857142857142,Hyundai,i20 1.2 Asta Option
Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,660000.0,10,7750.0,Renault,Duster 85PS Diesel RxL
Kochi,2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,498000.00000000006,10,4803.1,Hyundai,Grand i10 Magna
Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,975000.0,16,10625.0,BMW,3 Series 320d Highline
Mumbai,2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,555000.0,10,6956.5,Ford,Ecosport 1.5 DV5 MT Trend
Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,1030000.0000000001,8,5686.5,Volkswagen,Vento 1.5 TDI Highline AT
Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,750000.0,13,6538.461538461538,Honda,Accord 2.4 AT
Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,180000.0,16,3493.875,Chevrolet,Aveo 1.4
Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,625000.0,7,2642.8571428571427,Volkswagen,Polo 1.2 MPI Highline Plus
Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,680000.0,9,14416.666666666666,Mahindra,Xylo D4 BS III
Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,300000.0,15,3393.4666666666667,Hyundai,i10 Magna AT
Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1160000.0,9,9413.888888888889,Mahindra,XUV500 W8 4WD
Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,695000.0,11,3636.3636363636365,Hyundai,Elantra CRDi SX
Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,350000.0,14,4285.714285714285,Volkswagen,Passat 1.8 TSI MT
Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,550000.0,10,3349.6,Hyundai,Grand i10 1.2 Kappa Sportz
Mumbai,2015,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,565000.0,9,2777.777777777778,Hyundai,i20 Asta Option 1.2
Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,325000.0,11,6454.545454545455,Chevrolet,Enjoy TCDi LS 8 Seater
Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,772000.0,9,2314.0,Skoda,Rapid 1.6 MPI AT Ambition Plus Alloy
Pune,2016,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1200000.0,8,5280.5,Hyundai,Creta 1.6 CRDi SX
Jaipur,2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,155000.0,11,8963.454545454546,Chevrolet,Beat Diesel PS
Delhi,2011,62100,Diesel,Manual,First,11.5,2982.0,171.0,7.0,1075000.0,13,4776.923076923077,Toyota,Fortuner 3.0 Diesel
Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,672000.0,8,5529.75,Hyundai,i20 Sportz Option 1.2
Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,1049000.0,8,4611.375,Honda,City i VTEC VX
Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493.0,100.0,7.0,380000.0,12,7504.083333333333,Mahindra,Quanto C4
Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,1850000.0,12,6166.833333333333,Audi,A4 2.0 TDI Multitronic
Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,600000.0,11,3727.2727272727275,Hyundai,Sonata Transform 2.4 GDi AT
Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,550000.0,12,6973.166666666667,Hyundai,Verna 1.6 SX
Pune,2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,229999.99999999997,14,6500.0,Maruti,Wagon R LXI BS IV
Jaipur,2016,50000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,869999.9999999999,8,6250.0,Maruti,Ertiga SHVS ZDI Plus
Delhi,2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,495000.0,9,6444.444444444444,Hyundai,Xcent 1.1 CRDi S Option
Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,425000.0,12,6666.666666666667,Maruti,Swift VDI
Kochi,2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,1094000.0,7,5898.571428571428,Mahindra,XUV500 W6 2WD
Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,1150000.0,8,2058.875,Toyota,Corolla Altis 1.8 G
Pune,2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,600000.0,9,6037.666666666667,Hyundai,i20 Asta 1.4 CRDi
Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198.0,82.0,6.0,409999.99999999994,8,3003.125,Mahindra,KUV 100 mFALCON G80 K2
Kolkata,2013,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,200999.99999999997,11,2184.2727272727275,Maruti,Alto 800 2016-2019 LXI
Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172.0,67.0,5.0,260000.0,14,4233.571428571428,Fiat,Punto EVO 1.2 Emotion
Kolkata,2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,235000.0,12,3333.3333333333335,Maruti,Wagon R VXI BS IV
Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,915000.0,12,12963.833333333334,Mitsubishi,Pajero 4X4 LHD
Chennai,2013,42320,Petrol,Manual,First,19.4,1198.0,86.8,5.0,290000.0,11,3847.2727272727275,Honda,Brio EX MT
Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,918000.0,7,3450.4285714285716,Hyundai,i20 Asta Option 1.4 CRDi
Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,1145000.0,8,3375.0,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Hyderabad,2012,92000,CNG,Manual,Second,26.83,796.0,38.4,5.0,210000.0,12,7666.666666666667,Maruti,Alto Green LXi (CNG)
Kochi,2017,61795,Petrol,Manual,First,17.8,1198.0,86.7,5.0,553000.0,7,8827.857142857143,Honda,Amaze S i-VTEC
Chennai,2016,13500,Petrol,Manual,First,18.15,1198.0,82.0,6.0,375000.0,8,1687.5,Mahindra,KUV 100 mFALCON G80 K6 Plus
Pune,2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1250000.0,6,750.0,Honda,City i-VTEC CVT VX
Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1550000.0,7,3285.714285714286,Mahindra,XUV500 AT W10 FWD
Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,1450000.0,11,7325.272727272727,Mercedes-Benz,New C-Class 220 CDI AT
Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,1246000.0,7,6092.285714285715,Renault,Duster 110PS Diesel RxZ AMT
Bangalore,2014,30000,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,525000.0,10,3000.0,Volkswagen,Polo 1.2 MPI Comfortline
Jaipur,2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,509999.99999999994,9,7034.444444444444,Maruti,Swift VDI
Delhi,2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,350000.0,10,6600.0,Honda,Amaze S i-Dtech
Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,1250000.0,13,5692.307692307692,BMW,3 Series 320d Highline
